ItemID,Category,ItemName,Vendor,Location,Status,Quantity,UnitCost,TotalValue,ReorderPoint,ReorderQuantity,LeadTimeDays,LastOrderDate,PurchaseDate,WarrantyMonths,Department
ITEM1183,Keyboards,Microsoft Keyboards 5105,Microsoft,Branch-LA,In Stock,26,646,16796,23,57,11,2024-05-28,2024-02-03,12,IT
ITEM1184,Keyboards,HP Keyboards 5818,HP,Branch-Seattle,Obsolete,5,909,4545,15,23,28,2024-05-24,2024-08-11,12,HR
ITEM1185,Keyboards,Cisco Keyboards 3646,Cisco,Remote-Stock,Obsolete,97,1867,181099,20,61,7,2024-07-29,2022-04-08,36,Operations
ITEM1186,Keyboards,LG Keyboards 4848,LG,Branch-Seattle,Under Repair,67,1556,104252,18,36,21,2024-02-11,2022-01-22,48,IT
ITEM1187,Keyboards,Logitech Keyboards 4790,Logitech,HQ-Warehouse,In Transit,25,1875,46875,9,51,6,2024-02-10,2023-05-26,36,HR
ITEM1188,Keyboards,Lenovo Keyboards 3095,Lenovo,HQ-Warehouse,In Transit,99,864,85536,15,41,27,2024-08-14,2022-12-30,48,Engineering
ITEM1189,Keyboards,Samsung Keyboards 1652,Samsung,Branch-NY,Out of Stock,0,1173,0,10,66,13,2024-02-11,2022-06-30,24,Finance
ITEM1190,Keyboards,Apple Keyboards 5672,Apple,Branch-Seattle,Allocated,5,1202,6010,16,51,18,2024-05-04,2022-08-15,12,Operations
ITEM1191,Keyboards,Dell Keyboards 5916,Dell,Branch-Seattle,In Transit,76,828,62928,13,66,30,2024-08-12,2023-11-09,12,IT
ITEM1192,Keyboards,Logitech Keyboards 9931,Logitech,Branch-NY,Obsolete,38,634,24092,20,67,14,2024-10-03,2022-08-12,36,Operations
ITEM1193,Keyboards,Logitech Keyboards 8166,Logitech,Branch-Seattle,In Transit,88,855,75240,13,37,12,2024-05-03,2023-04-29,12,Marketing
ITEM1194,Keyboards,Microsoft Keyboards 2204,Microsoft,HQ-Warehouse,Obsolete,41,579,23739,16,27,8,2024-05-21,2023-02-22,12,Engineering
ITEM1195,Keyboards,Lenovo Keyboards 6719,Lenovo,HQ-Warehouse,Allocated,18,732,13176,7,52,16,2024-10-15,2023-01-29,36,Engineering
ITEM1196,Keyboards,ASUS Keyboards 9177,ASUS,Remote-Stock,Allocated,27,425,11475,10,45,11,2024-02-23,2022-09-06,12,HR
ITEM1197,Keyboards,LG Keyboards 7296,LG,Branch-Seattle,Allocated,34,1673,56882,18,23,33,2024-08-06,2022-02-16,36,Sales
ITEM1198,Keyboards,Cisco Keyboards 8965,Cisco,Branch-NY,Allocated,85,1494,126990,22,46,31,2024-02-09,2024-03-22,24,Sales
ITEM1199,Keyboards,HP Keyboards 4294,HP,Branch-Chicago,Allocated,76,1199,91124,24,53,30,2024-06-13,2024-05-21,24,Finance
ITEM1200,Keyboards,Samsung Keyboards 9852,Samsung,Branch-Chicago,In Stock,83,819,67977,12,35,34,2024-04-29,2023-09-30,12,Operations
ITEM1201,Keyboards,Lenovo Keyboards 8257,Lenovo,Branch-Chicago,Obsolete,73,480,35040,9,62,13,2024-02-03,2023-09-06,12,HR
ITEM1202,Keyboards,Lenovo Keyboards 4159,Lenovo,Remote-Stock,Under Repair,57,330,18810,23,51,26,2024-10-30,2022-08-23,48,Operations
ITEM1203,Keyboards,Logitech Keyboards 7427,Logitech,Branch-Chicago,Out of Stock,0,445,0,23,61,26,2024-03-04,2023-01-03,48,Sales
ITEM1204,Keyboards,Microsoft Keyboards 7588,Microsoft,Branch-LA,In Transit,80,1909,152720,23,49,12,2024-03-12,2022-12-30,48,HR
ITEM1205,Keyboards,Logitech Keyboards 2094,Logitech,Branch-Chicago,Out of Stock,0,1836,0,19,48,8,2024-08-12,2023-05-10,36,IT
ITEM1206,Keyboards,Cisco Keyboards 9719,Cisco,Branch-NY,Under Repair,76,109,8284,23,41,30,2024-07-26,2022-11-02,48,Marketing
ITEM1207,Keyboards,Dell Keyboards 5535,Dell,Branch-Seattle,Out of Stock,0,197,0,22,69,12,2024-06-15,2024-07-01,36,Finance
ITEM1208,Keyboards,Lenovo Keyboards 6184,Lenovo,Branch-LA,Out of Stock,0,1287,0,23,37,27,2024-08-01,2023-06-17,36,Operations
ITEM1209,Keyboards,ASUS Keyboards 6567,ASUS,HQ-Warehouse,In Stock,100,938,93800,20,35,8,2024-07-20,2023-05-03,48,Marketing
ITEM1210,Keyboards,Lenovo Keyboards 2865,Lenovo,HQ-Warehouse,In Stock,36,455,16380,16,52,30,2024-06-06,2022-03-31,12,Operations
ITEM1211,Keyboards,LG Keyboards 8294,LG,Branch-LA,In Transit,12,1907,22884,16,20,8,2024-01-21,2022-10-17,12,Finance
ITEM1212,Keyboards,ASUS Keyboards 1220,ASUS,Branch-NY,In Stock,73,255,18615,19,54,33,2024-02-22,2024-03-18,24,Engineering
ITEM1213,Keyboards,Microsoft Keyboards 3836,Microsoft,Branch-Seattle,In Transit,15,925,13875,16,56,24,2024-10-12,2022-09-07,12,HR
ITEM1214,Keyboards,Microsoft Keyboards 2087,Microsoft,Remote-Stock,Under Repair,52,1095,56940,5,38,28,2024-02-21,2022-03-13,12,Finance
ITEM1215,Keyboards,ASUS Keyboards 4880,ASUS,Branch-Chicago,Under Repair,99,607,60093,11,29,12,2024-03-14,2022-09-02,48,Engineering
ITEM1216,Keyboards,LG Keyboards 2066,LG,HQ-Warehouse,In Transit,98,1140,111720,22,45,25,2024-08-06,2022-10-27,12,IT
ITEM1217,Keyboards,HP Keyboards 5139,HP,Branch-Chicago,In Stock,36,403,14508,22,61,9,2024-08-29,2023-04-29,24,HR
ITEM1218,Keyboards,ASUS Keyboards 1004,ASUS,Branch-NY,Obsolete,13,1422,18486,12,41,18,2024-06-07,2023-04-23,36,HR
ITEM1219,Keyboards,HP Keyboards 4868,HP,Branch-LA,In Stock,84,379,31836,16,63,32,2024-05-01,2022-10-11,24,Finance
ITEM1220,Keyboards,Apple Keyboards 5332,Apple,Branch-Chicago,In Transit,45,1963,88335,14,54,18,2024-06-08,2022-12-22,12,IT
ITEM1221,Keyboards,Samsung Keyboards 3170,Samsung,Branch-LA,Under Repair,72,703,50616,23,26,34,2024-03-30,2024-09-24,48,HR
ITEM1222,Keyboards,LG Keyboards 4170,LG,Remote-Stock,In Stock,28,1417,39676,8,67,11,2024-04-01,2023-03-17,12,Marketing
ITEM1223,Keyboards,Cisco Keyboards 7426,Cisco,Branch-NY,In Transit,57,1727,98439,16,29,7,2024-01-27,2023-10-27,36,HR
ITEM1224,Keyboards,Cisco Keyboards 9678,Cisco,HQ-Warehouse,In Stock,3,370,1110,5,42,7,2024-09-12,2022-03-26,12,Sales
ITEM1225,Keyboards,LG Keyboards 7536,LG,Remote-Stock,Out of Stock,0,723,0,12,31,24,2024-03-06,2023-06-26,36,IT
ITEM1226,Keyboards,LG Keyboards 8079,LG,Remote-Stock,Out of Stock,0,1333,0,10,63,16,2024-04-22,2023-06-05,36,Marketing
ITEM1227,Keyboards,LG Keyboards 3042,LG,Branch-NY,In Stock,39,676,26364,21,26,13,2024-07-03,2022-12-28,12,Sales
ITEM1228,Keyboards,Dell Keyboards 6283,Dell,Remote-Stock,In Transit,38,425,16150,21,28,28,2024-03-24,2023-10-11,36,Engineering
ITEM1229,Keyboards,Logitech Keyboards 5260,Logitech,Branch-NY,In Stock,67,548,36716,8,69,12,2024-02-29,2022-03-02,48,Sales
ITEM1230,Keyboards,Logitech Keyboards 1858,Logitech,Branch-Seattle,Under Repair,18,1028,18504,18,53,29,2024-03-24,2022-07-28,12,Engineering
ITEM1231,Keyboards,ASUS Keyboards 6618,ASUS,Branch-NY,In Transit,31,1517,47027,23,68,11,2024-01-27,2023-11-19,12,HR
ITEM1232,Keyboards,Samsung Keyboards 6653,Samsung,Branch-Seattle,Allocated,38,1388,52744,9,64,22,2024-02-11,2024-01-09,48,Finance
ITEM1233,Keyboards,HP Keyboards 7485,HP,Branch-Chicago,In Stock,49,358,17542,11,52,27,2024-03-02,2022-12-12,24,Engineering
ITEM1234,Keyboards,ASUS Keyboards 4915,ASUS,Branch-LA,In Stock,23,879,20217,8,49,17,2024-09-17,2024-05-31,48,Finance
ITEM1235,Keyboards,Lenovo Keyboards 7528,Lenovo,Branch-Chicago,Obsolete,24,543,13032,8,65,34,2024-02-21,2022-09-11,12,IT
ITEM1236,Keyboards,Apple Keyboards 5686,Apple,Branch-NY,Obsolete,49,1502,73598,7,68,10,2024-07-17,2023-06-24,48,IT
ITEM1237,Keyboards,Lenovo Keyboards 7474,Lenovo,Branch-Seattle,In Stock,8,684,5472,9,40,29,2024-06-25,2023-08-22,36,HR
ITEM1238,Keyboards,Cisco Keyboards 1964,Cisco,Branch-Seattle,Allocated,69,1009,69621,22,69,23,2024-04-05,2023-10-07,48,Marketing
ITEM1239,Keyboards,Logitech Keyboards 6343,Logitech,HQ-Warehouse,In Stock,92,1369,125948,6,20,28,2024-08-20,2022-04-07,24,IT
ITEM1240,Keyboards,LG Keyboards 3449,LG,Branch-Chicago,Obsolete,39,1060,41340,18,53,12,2024-01-16,2022-07-11,48,Engineering
ITEM1241,Keyboards,Samsung Keyboards 6923,Samsung,Branch-Chicago,In Transit,73,266,19418,11,48,28,2024-01-12,2023-06-27,12,HR
ITEM1242,Keyboards,Cisco Keyboards 3148,Cisco,Branch-Seattle,In Transit,13,158,2054,5,54,34,2024-07-05,2024-04-27,36,IT
ITEM1243,Keyboards,Lenovo Keyboards 2981,Lenovo,Branch-Seattle,Out of Stock,0,2087,0,18,27,10,2024-07-18,2023-09-08,36,Marketing
ITEM1244,Keyboards,ASUS Keyboards 1192,ASUS,Remote-Stock,Out of Stock,0,611,0,5,54,24,2024-05-09,2022-11-26,24,IT
ITEM1245,Keyboards,Dell Keyboards 1821,Dell,Remote-Stock,Allocated,44,690,30360,7,24,25,2024-03-27,2022-02-08,12,HR
ITEM1246,Keyboards,Cisco Keyboards 3348,Cisco,Branch-LA,Out of Stock,0,1013,0,6,43,30,2024-01-26,2022-04-12,12,HR
ITEM1247,Keyboards,Samsung Keyboards 6402,Samsung,Branch-Seattle,Under Repair,88,2050,180400,17,50,26,2024-04-03,2022-10-27,48,HR
ITEM1248,Keyboards,Microsoft Keyboards 8679,Microsoft,HQ-Warehouse,Allocated,70,1058,74060,10,41,31,2024-04-10,2024-05-18,24,Operations
ITEM1249,Keyboards,Microsoft Keyboards 1402,Microsoft,Branch-NY,In Stock,59,153,9027,18,46,22,2024-10-13,2023-02-07,48,Operations
ITEM1250,Keyboards,Logitech Keyboards 9054,Logitech,Branch-LA,In Transit,86,1751,150586,20,23,14,2024-08-11,2022-08-25,24,HR
ITEM1251,Keyboards,ASUS Keyboards 4848,ASUS,Branch-LA,In Transit,99,1740,172260,23,67,7,2024-05-17,2022-03-16,12,Sales
ITEM1252,Keyboards,Apple Keyboards 1046,Apple,Branch-LA,Under Repair,73,1571,114683,21,57,22,2024-09-04,2023-05-20,12,HR
ITEM1253,Mice,Microsoft Mice 1850,Microsoft,Branch-LA,Out of Stock,0,1539,0,17,33,8,2024-07-05,2023-12-18,24,Marketing
ITEM1254,Mice,HP Mice 5154,HP,Remote-Stock,In Transit,59,1193,70387,18,26,33,2024-10-13,2023-12-24,36,HR
ITEM1255,Mice,Cisco Mice 8001,Cisco,Branch-Seattle,In Stock,42,558,23436,16,24,17,2024-09-01,2023-11-27,36,Operations
ITEM1256,Mice,LG Mice 1976,LG,Branch-NY,Allocated,70,476,33320,6,57,30,2024-08-21,2023-09-02,12,IT
ITEM1257,Mice,Microsoft Mice 2799,Microsoft,Branch-LA,In Stock,88,723,63624,21,32,14,2024-05-02,2023-06-26,12,Finance
ITEM1258,Mice,Cisco Mice 8276,Cisco,Branch-LA,Out of Stock,0,1819,0,12,62,5,2024-01-13,2022-12-09,48,IT
ITEM1259,Mice,Cisco Mice 4456,Cisco,Branch-LA,Under Repair,44,896,39424,11,61,24,2024-03-08,2024-03-04,36,IT
ITEM1260,Mice,Dell Mice 2402,Dell,HQ-Warehouse,Allocated,43,1109,47687,17,43,13,2024-04-26,2022-02-03,12,Marketing
ITEM1261,Mice,Dell Mice 5327,Dell,Remote-Stock,In Transit,95,1758,167010,11,26,24,2024-05-09,2024-03-15,12,Operations
ITEM1262,Mice,Samsung Mice 3559,Samsung,Branch-Seattle,In Stock,38,584,22192,17,25,25,2024-07-06,2023-05-30,36,Engineering
ITEM1263,Mice,Lenovo Mice 5549,Lenovo,HQ-Warehouse,Out of Stock,0,1514,0,21,43,15,2024-07-25,2024-04-30,24,Engineering
ITEM1264,Mice,Apple Mice 8845,Apple,Remote-Stock,Under Repair,87,1257,109359,18,37,23,2024-05-24,2023-01-25,48,HR
ITEM1265,Mice,Dell Mice 8480,Dell,HQ-Warehouse,Obsolete,70,1126,78820,20,48,33,2024-08-31,2022-04-29,24,IT
ITEM1266,Mice,Cisco Mice 9698,Cisco,Branch-NY,Obsolete,52,1329,69108,16,37,12,2024-02-12,2022-03-13,12,Marketing
ITEM1267,Mice,Apple Mice 2060,Apple,Branch-Seattle,In Transit,3,724,2172,19,55,9,2024-01-16,2022-07-31,36,Marketing
ITEM1268,Mice,Microsoft Mice 2365,Microsoft,Remote-Stock,In Stock,19,1436,27284,11,23,33,2024-10-29,2023-03-07,48,Engineering
ITEM1269,Mice,Dell Mice 8229,Dell,Branch-Seattle,Out of Stock,0,606,0,16,41,7,2024-02-02,2022-08-10,36,Operations
ITEM1270,Mice,Apple Mice 5651,Apple,Branch-NY,Out of Stock,0,1734,0,7,48,5,2024-04-01,2022-02-04,36,HR
ITEM1271,Mice,Lenovo Mice 3421,Lenovo,Branch-Seattle,Out of Stock,0,487,0,20,32,15,2024-03-21,2024-03-07,36,Engineering
ITEM1272,Mice,LG Mice 9703,LG,Branch-NY,Obsolete,7,757,5299,18,57,20,2024-04-23,2024-01-26,24,Sales
ITEM1273,Mice,Microsoft Mice 9722,Microsoft,Branch-Chicago,In Transit,94,484,45496,19,48,31,2024-06-02,2023-02-17,24,Finance
ITEM1274,Mice,Lenovo Mice 6886,Lenovo,Branch-LA,Allocated,51,1320,67320,20,23,27,2024-01-19,2022-09-25,48,IT
ITEM1275,Mice,HP Mice 8732,HP,Branch-Chicago,Obsolete,94,276,25944,23,33,5,2024-01-26,2024-03-28,12,Marketing
ITEM1276,Mice,HP Mice 3586,HP,Branch-Seattle,In Stock,25,1845,46125,7,68,28,2024-05-23,2022-08-10,36,Finance
ITEM1277,Mice,Dell Mice 5318,Dell,Remote-Stock,In Transit,9,552,4968,7,34,27,2024-09-26,2023-07-18,24,HR
ITEM1278,Mice,Apple Mice 2660,Apple,Branch-Chicago,Obsolete,57,191,10887,12,31,34,2024-05-26,2023-11-03,12,Marketing
ITEM1279,Mice,LG Mice 5503,LG,Branch-Seattle,Obsolete,37,1826,67562,18,66,18,2024-07-27,2024-06-23,48,Operations
ITEM1280,Mice,Samsung Mice 5748,Samsung,Branch-NY,In Transit,67,1425,95475,6,27,9,2024-05-13,2022-10-15,48,Operations
ITEM1281,Mice,LG Mice 4510,LG,HQ-Warehouse,Under Repair,91,770,70070,10,37,24,2024-06-12,2023-04-12,36,Finance
ITEM1282,Mice,Microsoft Mice 2512,Microsoft,Remote-Stock,Under Repair,53,759,40227,5,60,16,2024-09-06,2022-02-24,48,Engineering
ITEM1283,Mice,HP Mice 3159,HP,HQ-Warehouse,In Stock,15,939,14085,7,42,18,2024-06-05,2022-12-30,48,Finance
ITEM1284,Mice,Apple Mice 9046,Apple,HQ-Warehouse,In Stock,47,1366,64202,21,34,27,2024-08-08,2024-08-06,12,IT
ITEM1285,Mice,Dell Mice 8617,Dell,Branch-Seattle,Out of Stock,0,2009,0,11,65,24,2024-01-10,2023-03-10,12,Operations
ITEM1286,Mice,Dell Mice 3673,Dell,Branch-LA,Out of Stock,0,464,0,17,38,7,2024-07-31,2022-01-30,24,Operations
ITEM1287,Mice,Cisco Mice 5965,Cisco,Branch-LA,In Transit,63,1765,111195,24,61,7,2024-10-06,2022-06-24,36,Sales
ITEM1288,Mice,Samsung Mice 4332,Samsung,Branch-LA,Allocated,49,877,42973,12,53,27,2024-06-13,2023-08-04,48,IT
ITEM1289,Mice,Cisco Mice 6420,Cisco,HQ-Warehouse,Under Repair,67,1341,89847,19,25,6,2024-03-11,2022-09-22,24,IT
ITEM1290,Mice,LG Mice 2723,LG,Branch-NY,In Stock,84,2042,171528,15,47,21,2024-04-24,2024-09-25,36,Sales
ITEM1291,Mice,Cisco Mice 8602,Cisco,Branch-NY,Out of Stock,0,1371,0,23,50,7,2024-06-05,2024-05-15,24,Marketing
ITEM1292,Mice,ASUS Mice 5319,ASUS,Branch-Chicago,In Stock,59,661,38999,15,56,24,2024-08-12,2024-05-06,48,Operations
ITEM1293,Mice,Lenovo Mice 8784,Lenovo,Branch-NY,Under Repair,85,1126,95710,12,34,11,2024-01-23,2022-04-09,36,IT
ITEM1294,Mice,Microsoft Mice 5944,Microsoft,Remote-Stock,Out of Stock,0,2074,0,6,65,33,2024-04-14,2022-05-09,48,Engineering
ITEM1295,Mice,Samsung Mice 1426,Samsung,Branch-Chicago,In Stock,52,2059,107068,24,44,12,2024-04-11,2023-06-25,36,Finance
ITEM1296,Mice,Dell Mice 3174,Dell,Branch-NY,Obsolete,19,769,14611,24,62,29,2024-05-20,2023-02-01,48,Marketing
ITEM1297,Mice,Lenovo Mice 6531,Lenovo,Remote-Stock,In Stock,9,1540,13860,24,22,18,2024-10-06,2022-04-24,36,HR
ITEM1298,Mice,Logitech Mice 6577,Logitech,Branch-NY,Obsolete,86,1571,135106,14,32,22,2024-02-04,2022-07-29,48,Marketing
ITEM1299,Mice,LG Mice 7506,LG,Branch-Chicago,Out of Stock,0,319,0,19,61,23,2024-09-16,2024-07-24,24,IT
ITEM1300,Mice,LG Mice 8397,LG,Branch-LA,Out of Stock,0,364,0,13,60,29,2024-09-15,2023-05-28,48,IT
ITEM1301,Mice,Microsoft Mice 7940,Microsoft,Branch-Seattle,Obsolete,29,1328,38512,21,39,12,2024-06-03,2023-01-09,48,IT
ITEM1302,Mice,Apple Mice 2694,Apple,Branch-Chicago,In Stock,56,1410,78960,21,66,32,2024-05-16,2024-08-18,24,Marketing
ITEM1303,Mice,Apple Mice 6058,Apple,Branch-Chicago,Out of Stock,0,786,0,21,52,11,2024-09-23,2024-04-29,48,Finance
ITEM1304,Mice,Microsoft Mice 5125,Microsoft,Branch-LA,Allocated,11,537,5907,11,38,31,2024-09-09,2023-01-08,24,Finance
ITEM1305,Mice,Samsung Mice 3307,Samsung,Remote-Stock,Allocated,97,1546,149962,6,24,33,2024-07-23,2023-06-17,36,IT
ITEM1306,Mice,Logitech Mice 7082,Logitech,Branch-LA,Under Repair,66,1465,96690,13,54,10,2024-08-26,2022-09-22,12,Marketing
ITEM1307,Mice,Cisco Mice 4513,Cisco,Branch-LA,Allocated,8,1308,10464,11,43,29,2024-09-13,2022-08-05,36,Engineering
ITEM1308,Mice,LG Mice 4869,LG,Branch-LA,In Stock,11,771,8481,14,28,8,2024-09-19,2023-06-27,48,Operations
ITEM1309,Mice,Cisco Mice 3535,Cisco,Branch-LA,In Transit,2,438,876,23,62,6,2024-03-02,2023-10-12,24,Finance
ITEM1310,Mice,ASUS Mice 9234,ASUS,Remote-Stock,Allocated,96,556,53376,6,25,17,2024-10-23,2022-02-25,48,HR
ITEM1311,Mice,Apple Mice 5236,Apple,Branch-Seattle,Obsolete,64,967,61888,11,69,34,2024-04-27,2024-01-20,12,Engineering
ITEM1312,Mice,LG Mice 5793,LG,HQ-Warehouse,In Transit,56,207,11592,12,24,8,2024-01-19,2022-07-18,12,Operations
ITEM1313,Mice,Apple Mice 8189,Apple,Branch-Seattle,Obsolete,21,1833,38493,21,44,8,2024-06-25,2023-02-09,48,HR
ITEM1314,Mice,Logitech Mice 6594,Logitech,Branch-LA,Allocated,31,796,24676,8,31,21,2024-09-19,2024-09-21,48,Engineering
ITEM1315,Mice,Lenovo Mice 8847,Lenovo,Remote-Stock,Allocated,44,1751,77044,15,34,17,2024-02-05,2024-05-23,24,IT
ITEM1316,Headsets,ASUS Headsets 3060,ASUS,Branch-Chicago,In Transit,42,1779,74718,6,62,30,2024-10-02,2022-05-12,36,Marketing
ITEM1317,Headsets,LG Headsets 4351,LG,Branch-Seattle,Obsolete,58,823,47734,22,63,18,2024-02-23,2024-05-25,48,Finance
ITEM1318,Headsets,LG Headsets 8597,LG,HQ-Warehouse,Allocated,28,1349,37772,10,59,30,2024-06-04,2023-04-11,36,Finance
ITEM1319,Headsets,HP Headsets 8848,HP,Branch-LA,Obsolete,21,1319,27699,16,52,22,2024-08-03,2022-06-06,48,Operations
ITEM1320,Headsets,HP Headsets 8449,HP,Remote-Stock,Out of Stock,0,328,0,19,24,9,2024-06-19,2022-06-10,24,Operations
ITEM1321,Headsets,Dell Headsets 4446,Dell,Branch-LA,In Stock,40,1855,74200,18,34,23,2024-01-10,2023-10-29,24,Sales
ITEM1322,Headsets,Logitech Headsets 4694,Logitech,HQ-Warehouse,In Stock,31,587,18197,8,66,31,2024-10-07,2023-12-09,36,Marketing
ITEM1323,Headsets,Microsoft Headsets 3659,Microsoft,Branch-NY,In Transit,82,498,40836,14,36,34,2024-07-28,2023-12-31,12,Sales
ITEM1324,Headsets,Microsoft Headsets 1743,Microsoft,Branch-Seattle,Out of Stock,0,441,0,6,21,19,2024-10-22,2023-03-19,24,IT
ITEM1325,Headsets,Lenovo Headsets 2024,Lenovo,Branch-LA,Out of Stock,0,279,0,8,22,24,2024-10-27,2022-07-13,48,Sales
ITEM1326,Headsets,LG Headsets 1936,LG,Branch-Chicago,In Stock,33,1329,43857,14,37,14,2024-04-08,2023-03-22,48,HR
ITEM1327,Headsets,HP Headsets 2220,HP,Branch-LA,Under Repair,42,1332,55944,14,22,13,2024-05-28,2023-03-07,48,IT
ITEM1328,Headsets,Microsoft Headsets 8638,Microsoft,Branch-LA,In Transit,97,780,75660,16,26,21,2024-05-12,2022-07-04,12,HR
ITEM1329,Headsets,Microsoft Headsets 4228,Microsoft,Branch-LA,Under Repair,35,309,10815,14,57,15,2024-08-09,2023-02-10,48,Finance
ITEM1330,Headsets,Cisco Headsets 5827,Cisco,Branch-Seattle,In Stock,22,1890,41580,6,43,27,2024-03-28,2024-01-03,24,IT
ITEM1331,Headsets,Logitech Headsets 6759,Logitech,Branch-Seattle,Under Repair,92,1477,135884,16,60,10,2024-04-13,2024-07-02,12,Operations
ITEM1332,Headsets,Samsung Headsets 4842,Samsung,Branch-Chicago,Under Repair,17,1103,18751,14,56,24,2024-09-29,2023-03-22,48,Finance
ITEM1333,Headsets,LG Headsets 7403,LG,Branch-NY,Under Repair,23,168,3864,16,50,21,2024-01-24,2023-05-22,48,Marketing
ITEM1334,Headsets,Lenovo Headsets 9885,Lenovo,Branch-Chicago,Under Repair,3,317,951,10,59,7,2024-06-06,2023-02-23,48,HR
ITEM1335,Headsets,HP Headsets 8977,HP,Branch-NY,In Stock,66,714,47124,23,23,34,2024-06-11,2023-10-26,24,Finance
ITEM1336,Headsets,Logitech Headsets 9724,Logitech,Branch-NY,Under Repair,100,471,47100,22,38,18,2024-08-30,2024-02-25,24,HR
ITEM1337,Headsets,Cisco Headsets 4298,Cisco,Branch-LA,In Transit,48,1098,52704,15,61,25,2024-08-25,2023-04-28,36,Sales
ITEM1338,Headsets,Logitech Headsets 1174,Logitech,Branch-LA,Obsolete,10,560,5600,19,60,17,2024-07-29,2024-03-19,24,Marketing
ITEM1339,Headsets,Lenovo Headsets 2905,Lenovo,Branch-Seattle,In Stock,76,1681,127756,19,36,29,2024-09-28,2022-01-23,48,Sales
ITEM1340,Headsets,Cisco Headsets 2998,Cisco,Branch-NY,Out of Stock,0,1824,0,11,30,23,2024-06-17,2022-12-08,36,Marketing
ITEM1341,Headsets,Lenovo Headsets 8601,Lenovo,Remote-Stock,Obsolete,96,646,62016,23,33,16,2024-05-06,2022-03-20,48,IT
ITEM1342,Headsets,Microsoft Headsets 5843,Microsoft,Branch-Seattle,Under Repair,98,787,77126,20,60,5,2024-07-20,2022-02-18,36,IT
ITEM1343,Headsets,Microsoft Headsets 3896,Microsoft,Branch-Chicago,Under Repair,99,1949,192951,15,42,26,2024-05-03,2023-01-23,36,IT
ITEM1344,Headsets,LG Headsets 9833,LG,Branch-Seattle,In Transit,15,321,4815,8,35,20,2024-09-11,2023-05-18,12,Sales
ITEM1345,Headsets,Logitech Headsets 1852,Logitech,HQ-Warehouse,In Transit,93,980,91140,5,24,33,2024-05-28,2022-07-29,12,Finance
ITEM1346,Headsets,LG Headsets 8519,LG,Branch-NY,Obsolete,79,1251,98829,12,24,34,2024-03-06,2022-11-29,24,Marketing
ITEM1347,Headsets,Samsung Headsets 9938,Samsung,Branch-LA,Under Repair,93,641,59613,16,40,33,2024-06-12,2024-08-01,24,Operations
ITEM1348,Headsets,Cisco Headsets 8654,Cisco,HQ-Warehouse,Allocated,32,1717,54944,11,65,7,2024-04-11,2022-11-26,36,Sales
ITEM1349,Headsets,LG Headsets 1537,LG,Branch-LA,Out of Stock,0,628,0,22,37,14,2024-03-17,2022-03-15,24,Operations
ITEM1350,Headsets,Samsung Headsets 7670,Samsung,HQ-Warehouse,Out of Stock,0,571,0,23,33,32,2024-02-19,2024-07-15,24,Operations
ITEM1351,Headsets,Samsung Headsets 5717,Samsung,Branch-Chicago,Out of Stock,0,1429,0,18,59,28,2024-09-02,2022-10-06,48,Finance
ITEM1352,Headsets,Microsoft Headsets 7557,Microsoft,Branch-Seattle,Under Repair,11,1478,16258,7,34,17,2024-09-04,2023-09-02,48,IT
ITEM1353,Headsets,Apple Headsets 1107,Apple,Branch-NY,Out of Stock,0,357,0,21,33,29,2024-08-24,2024-03-20,36,IT
ITEM1354,Headsets,Dell Headsets 6835,Dell,Branch-LA,Obsolete,66,1005,66330,16,59,20,2024-09-28,2023-07-28,12,Marketing
ITEM1355,Headsets,Lenovo Headsets 7117,Lenovo,HQ-Warehouse,Out of Stock,0,1081,0,12,45,10,2024-05-03,2022-12-26,24,Operations
ITEM1356,Headsets,HP Headsets 3609,HP,Branch-LA,In Stock,12,568,6816,11,38,13,2024-08-24,2022-06-08,36,HR
ITEM1357,Headsets,Logitech Headsets 1832,Logitech,Remote-Stock,In Transit,5,279,1395,14,62,13,2024-05-05,2024-05-26,36,Marketing
ITEM1358,Headsets,ASUS Headsets 3329,ASUS,Branch-Seattle,In Stock,67,1051,70417,19,45,10,2024-05-29,2022-11-01,12,Finance
ITEM1359,Headsets,Samsung Headsets 1919,Samsung,Branch-Chicago,Under Repair,93,674,62682,15,45,17,2024-01-28,2023-11-10,24,Engineering
ITEM1360,Headsets,Microsoft Headsets 5059,Microsoft,Remote-Stock,In Stock,33,134,4422,16,47,9,2024-01-12,2022-10-03,36,Operations
ITEM1361,Headsets,Cisco Headsets 5101,Cisco,Branch-Chicago,Under Repair,66,1043,68838,8,25,6,2024-03-15,2023-07-13,48,Engineering
ITEM1362,Headsets,Microsoft Headsets 1265,Microsoft,Branch-Chicago,In Stock,67,1604,107468,9,29,25,2024-09-15,2024-02-20,48,Engineering
ITEM1363,Headsets,LG Headsets 2880,LG,Branch-Seattle,Obsolete,36,633,22788,20,30,13,2024-04-09,2024-05-04,36,Operations
ITEM1364,Headsets,Lenovo Headsets 8775,Lenovo,Branch-NY,In Stock,10,455,4550,14,45,13,2024-07-14,2024-06-27,24,Marketing
ITEM1365,Headsets,Dell Headsets 9724,Dell,Remote-Stock,In Stock,99,1250,123750,6,65,18,2024-03-16,2022-10-28,12,Finance
ITEM1366,Headsets,HP Headsets 7338,HP,Branch-Chicago,Obsolete,39,142,5538,13,20,10,2024-08-09,2023-11-26,12,Marketing
