TransactionID,ItemID,TransactionDate,TransactionType,Quantity,UnitCost,Location,Department,Notes
TXN2411,ITEM1201,2024-03-22,Return,7,444,Branch-Chicago,HR,Defective
TXN2958,ITEM1243,2024-03-22,Purchase,10,2081,Branch-Seattle,Marketing,
TXN3266,ITEM1268,2024-03-22,Disposal,9,1387,Remote-Stock,Engineering,End of life
TXN3695,ITEM1304,2024-03-22,Purchase,9,582,Branch-LA,Finance,
TXN3745,ITEM1309,2024-03-22,Disposal,4,428,Branch-LA,Finance,End of life
TXN4296,ITEM1355,2024-03-22,Transfer,1,1103,HQ-Warehouse,Operations,
TXN4319,ITEM1357,2024-03-22,Allocation,6,266,Remote-Stock,Marketing,
TXN4401,ITEM1363,2024-03-22,Purchase,1,651,Branch-Seattle,Operations,
TXN5001,ITEM1412,2024-03-22,Purchase,6,553,Branch-LA,Engineering,
TXN5009,ITEM1413,2024-03-22,Purchase,9,988,Remote-Stock,IT,
TXN5045,ITEM1415,2024-03-22,Transfer,8,921,Branch-LA,IT,
TXN5098,ITEM1420,2024-03-22,Return,3,1205,Branch-NY,Sales,Defective
TXN5133,ITEM1422,2024-03-22,Purchase,2,1416,Remote-Stock,Engineering,
TXN5349,ITEM1442,2024-03-22,Transfer,9,1157,Branch-LA,IT,
TXN5523,ITEM1454,2024-03-22,Transfer,3,370,Remote-Stock,Marketing,
TXN6238,ITEM1514,2024-03-22,Return,1,1884,Branch-Chicago,Operations,Defective
TXN6920,ITEM1572,2024-03-22,Purchase,9,416,Remote-Stock,Engineering,
TXN7283,ITEM1605,2024-03-22,Purchase,2,838,Remote-Stock,Operations,
TXN8012,ITEM1663,2024-03-22,Allocation,4,1444,Branch-LA,Sales,
TXN355,ITEM1028,2024-03-23,Return,6,1751,Branch-NY,Sales,Defective
TXN1393,ITEM1113,2024-03-23,Allocation,9,262,Branch-Chicago,IT,
TXN1784,ITEM1147,2024-03-23,Allocation,1,1932,HQ-Warehouse,HR,
TXN1885,ITEM1156,2024-03-23,Disposal,5,858,Branch-NY,IT,End of life
TXN2233,ITEM1187,2024-03-23,Return,7,1887,HQ-Warehouse,HR,Defective
TXN2550,ITEM1211,2024-03-23,Return,6,1899,Branch-LA,Finance,Defective
TXN3792,ITEM1314,2024-03-23,Transfer,7,841,Branch-LA,Engineering,
TXN3898,ITEM1322,2024-03-23,Return,4,558,HQ-Warehouse,Marketing,Defective
TXN4126,ITEM1341,2024-03-23,Return,8,662,Remote-Stock,IT,Defective
TXN4303,ITEM1355,2024-03-23,Allocation,6,1118,HQ-Warehouse,Operations,
TXN4455,ITEM1368,2024-03-23,Purchase,9,1453,Branch-Seattle,Sales,
TXN4861,ITEM1401,2024-03-23,Purchase,6,810,Branch-LA,Operations,
TXN5317,ITEM1438,2024-03-23,Disposal,10,317,Remote-Stock,Operations,End of life
TXN5319,ITEM1438,2024-03-23,Disposal,10,312,Remote-Stock,Operations,End of life
TXN5396,ITEM1446,2024-03-23,Transfer,5,1169,Branch-NY,HR,
TXN5412,ITEM1447,2024-03-23,Return,10,1490,Branch-NY,Operations,Defective
TXN5437,ITEM1449,2024-03-23,Return,3,1036,Branch-LA,HR,Defective
TXN5789,ITEM1477,2024-03-23,Disposal,7,304,Branch-Seattle,Marketing,End of life
TXN5798,ITEM1477,2024-03-23,Disposal,7,288,Branch-Seattle,Marketing,End of life
TXN5837,ITEM1481,2024-03-23,Disposal,6,2128,HQ-Warehouse,Sales,End of life
TXN6358,ITEM1523,2024-03-23,Allocation,7,633,Branch-LA,Engineering,
TXN6436,ITEM1531,2024-03-23,Allocation,6,1365,Branch-Chicago,Sales,
TXN6609,ITEM1547,2024-03-23,Return,6,261,HQ-Warehouse,Sales,Defective
TXN7074,ITEM1585,2024-03-23,Allocation,10,1444,Remote-Stock,Engineering,
TXN7392,ITEM1615,2024-03-23,Disposal,3,859,Branch-LA,Sales,End of life
TXN7395,ITEM1615,2024-03-23,Allocation,5,886,Branch-LA,Sales,
TXN8195,ITEM1679,2024-03-23,Disposal,8,1177,Remote-Stock,Marketing,End of life
TXN445,ITEM1037,2024-03-24,Purchase,10,792,HQ-Warehouse,IT,
TXN775,ITEM1065,2024-03-24,Transfer,8,1710,Branch-Seattle,IT,
TXN893,ITEM1075,2024-03-24,Allocation,8,477,Remote-Stock,IT,
TXN1076,ITEM1090,2024-03-24,Disposal,1,1578,Branch-LA,IT,End of life
TXN1217,ITEM1100,2024-03-24,Allocation,8,897,Remote-Stock,IT,
TXN1322,ITEM1108,2024-03-24,Transfer,9,733,Branch-Seattle,Engineering,
TXN1398,ITEM1114,2024-03-24,Disposal,6,1576,Remote-Stock,Engineering,End of life
TXN1811,ITEM1150,2024-03-24,Transfer,10,982,Remote-Stock,Engineering,
TXN3002,ITEM1246,2024-03-24,Allocation,7,1055,Branch-LA,HR,
TXN3101,ITEM1254,2024-03-24,Return,1,1176,Remote-Stock,HR,Defective
TXN3227,ITEM1265,2024-03-24,Allocation,3,1095,HQ-Warehouse,IT,
TXN3672,ITEM1301,2024-03-24,Purchase,6,1291,Branch-Seattle,IT,
TXN4320,ITEM1357,2024-03-24,Return,2,269,Remote-Stock,Marketing,Defective
TXN4550,ITEM1376,2024-03-24,Return,10,173,Branch-LA,Marketing,Defective
TXN4626,ITEM1384,2024-03-24,Return,3,500,Branch-NY,HR,Defective
TXN4685,ITEM1389,2024-03-24,Return,5,162,Remote-Stock,Marketing,Defective
TXN5048,ITEM1416,2024-03-24,Purchase,1,492,Remote-Stock,Engineering,
TXN5165,ITEM1425,2024-03-24,Transfer,4,555,Branch-LA,HR,
TXN6031,ITEM1497,2024-03-24,Purchase,8,1366,Remote-Stock,Engineering,
TXN6043,ITEM1499,2024-03-24,Return,6,160,Branch-LA,Marketing,Defective
TXN6061,ITEM1501,2024-03-24,Purchase,9,1870,Branch-Seattle,Marketing,
TXN6110,ITEM1504,2024-03-24,Disposal,9,732,Branch-Chicago,Finance,End of life
TXN7097,ITEM1587,2024-03-24,Return,5,1498,Branch-Seattle,Sales,Defective
TXN7147,ITEM1592,2024-03-24,Return,4,1878,Remote-Stock,HR,Defective
TXN7324,ITEM1609,2024-03-24,Return,5,1694,Branch-Chicago,HR,Defective
TXN7466,ITEM1620,2024-03-24,Disposal,8,1067,Branch-NY,HR,End of life
TXN7680,ITEM1638,2024-03-24,Transfer,2,1400,Branch-NY,Sales,
TXN8132,ITEM1673,2024-03-24,Transfer,4,1587,Branch-Seattle,Operations,
TXN8157,ITEM1675,2024-03-24,Purchase,4,1547,Branch-NY,Operations,
TXN1,ITEM1000,2024-03-25,Return,9,320,Branch-NY,Engineering,Defective
TXN1072,ITEM1090,2024-03-25,Purchase,4,1583,Branch-LA,IT,
TXN1699,ITEM1141,2024-03-25,Disposal,6,657,Remote-Stock,Engineering,End of life
TXN1812,ITEM1150,2024-03-25,Transfer,2,985,Remote-Stock,Engineering,
TXN1977,ITEM1164,2024-03-25,Purchase,8,2003,Branch-Chicago,IT,
TXN2090,ITEM1174,2024-03-25,Transfer,10,1646,Branch-LA,HR,
TXN2715,ITEM1224,2024-03-25,Purchase,5,345,HQ-Warehouse,Sales,
TXN3100,ITEM1254,2024-03-25,Disposal,8,1190,Remote-Stock,HR,End of life
TXN3357,ITEM1275,2024-03-25,Return,4,278,Branch-Chicago,Marketing,Defective
TXN4352,ITEM1359,2024-03-25,Disposal,4,666,Branch-Chicago,Engineering,End of life
TXN4358,ITEM1360,2024-03-25,Return,10,121,Remote-Stock,Operations,Defective
TXN5024,ITEM1414,2024-03-25,Transfer,4,783,Remote-Stock,Engineering,
TXN5560,ITEM1457,2024-03-25,Return,1,709,Branch-Chicago,Sales,Defective
TXN6479,ITEM1535,2024-03-25,Return,9,461,HQ-Warehouse,Operations,Defective
TXN6885,ITEM1568,2024-03-25,Allocation,6,1564,Branch-Seattle,Engineering,
TXN6897,ITEM1570,2024-03-25,Return,9,1972,Remote-Stock,Engineering,Defective
TXN7582,ITEM1631,2024-03-25,Return,10,1842,Branch-Chicago,Marketing,Defective
TXN8106,ITEM1671,2024-03-25,Transfer,7,1499,HQ-Warehouse,Engineering,
TXN106,ITEM1009,2024-03-26,Return,7,730,Branch-NY,HR,Defective
TXN698,ITEM1058,2024-03-26,Purchase,6,463,Branch-Seattle,Sales,
TXN1653,ITEM1137,2024-03-26,Disposal,1,652,Branch-LA,IT,End of life
TXN1792,ITEM1147,2024-03-26,Allocation,3,1897,HQ-Warehouse,HR,
TXN1925,ITEM1159,2024-03-26,Transfer,3,647,Branch-NY,HR,
TXN2274,ITEM1190,2024-03-26,Purchase,6,1165,Branch-Seattle,Operations,
TXN2623,ITEM1217,2024-03-26,Transfer,9,360,Branch-Chicago,HR,
TXN3394,ITEM1277,2024-03-26,Disposal,9,553,Remote-Stock,HR,End of life
TXN3398,ITEM1278,2024-03-26,Transfer,3,151,Branch-Chicago,Marketing,
TXN3763,ITEM1311,2024-03-26,Transfer,6,946,Branch-Seattle,Engineering,
TXN3848,ITEM1318,2024-03-26,Allocation,1,1328,HQ-Warehouse,Finance,
TXN3955,ITEM1327,2024-03-26,Return,7,1312,Branch-LA,IT,Defective
TXN4139,ITEM1343,2024-03-26,Allocation,2,1948,Branch-Chicago,IT,
TXN4566,ITEM1377,2024-03-26,Purchase,8,1415,Branch-NY,Marketing,
TXN4796,ITEM1397,2024-03-26,Allocation,8,265,Branch-Seattle,Sales,
TXN4803,ITEM1398,2024-03-26,Allocation,10,1470,Branch-LA,IT,
TXN4979,ITEM1411,2024-03-26,Return,3,1205,Branch-NY,IT,Defective
TXN5075,ITEM1417,2024-03-26,Disposal,9,175,HQ-Warehouse,Operations,End of life
TXN5166,ITEM1425,2024-03-26,Transfer,2,555,Branch-LA,HR,
TXN5324,ITEM1439,2024-03-26,Purchase,6,1584,Branch-LA,Sales,
TXN5534,ITEM1455,2024-03-26,Purchase,2,561,Branch-Seattle,Operations,
TXN6383,ITEM1526,2024-03-26,Purchase,3,524,Branch-LA,Engineering,
TXN7100,ITEM1587,2024-03-26,Purchase,4,1500,Branch-Seattle,Sales,
TXN7212,ITEM1599,2024-03-26,Disposal,2,1290,Branch-Seattle,HR,End of life
TXN7642,ITEM1635,2024-03-26,Transfer,5,1876,HQ-Warehouse,Marketing,
TXN8186,ITEM1678,2024-03-26,Purchase,3,1673,Remote-Stock,Engineering,
TXN51,ITEM1005,2024-03-27,Allocation,1,153,Branch-LA,HR,
TXN122,ITEM1010,2024-03-27,Transfer,9,1745,Remote-Stock,Operations,
TXN203,ITEM1016,2024-03-27,Allocation,4,1096,Remote-Stock,Sales,
TXN399,ITEM1032,2024-03-27,Return,8,182,Branch-NY,Operations,Defective
TXN987,ITEM1081,2024-03-27,Purchase,7,360,Branch-Chicago,IT,
TXN1299,ITEM1107,2024-03-27,Transfer,1,1649,Branch-Seattle,Marketing,
TXN1329,ITEM1108,2024-03-27,Purchase,5,726,Branch-Seattle,Engineering,
TXN2142,ITEM1178,2024-03-27,Allocation,4,1958,Remote-Stock,Engineering,
TXN3070,ITEM1251,2024-03-27,Transfer,10,1775,Branch-LA,Sales,
TXN3291,ITEM1270,2024-03-27,Purchase,8,1765,Branch-NY,HR,
TXN3406,ITEM1280,2024-03-27,Purchase,6,1474,Branch-NY,Operations,
TXN3482,ITEM1284,2024-03-27,Purchase,1,1359,HQ-Warehouse,IT,
TXN3674,ITEM1301,2024-03-27,Return,10,1314,Branch-Seattle,IT,Defective
TXN3796,ITEM1315,2024-03-27,Return,6,1754,Remote-Stock,IT,Defective
TXN4808,ITEM1398,2024-03-27,Purchase,7,1428,Branch-LA,IT,
TXN5247,ITEM1432,2024-03-27,Disposal,9,371,Branch-Seattle,Engineering,End of life
TXN5395,ITEM1446,2024-03-27,Allocation,3,1256,Branch-NY,HR,
TXN5916,ITEM1487,2024-03-27,Transfer,6,926,Branch-Chicago,HR,
TXN6122,ITEM1505,2024-03-27,Return,8,1996,Branch-Seattle,Operations,Defective
TXN6233,ITEM1514,2024-03-27,Purchase,1,1824,Branch-Chicago,Operations,
TXN6390,ITEM1527,2024-03-27,Disposal,7,748,Branch-Seattle,Finance,End of life
TXN6576,ITEM1544,2024-03-27,Purchase,9,564,Branch-Seattle,Operations,
TXN7444,ITEM1619,2024-03-27,Transfer,3,350,HQ-Warehouse,Operations,
TXN7686,ITEM1639,2024-03-27,Allocation,4,164,Branch-LA,HR,
TXN7689,ITEM1639,2024-03-27,Transfer,5,136,Branch-LA,HR,
TXN8130,ITEM1673,2024-03-27,Disposal,4,1602,Branch-Seattle,Operations,End of life
TXN58,ITEM1005,2024-03-28,Return,2,90,Branch-LA,HR,Defective
TXN336,ITEM1027,2024-03-28,Allocation,8,1271,Branch-Chicago,Operations,
TXN430,ITEM1037,2024-03-28,Transfer,10,877,HQ-Warehouse,IT,
TXN585,ITEM1050,2024-03-28,Return,5,1672,Branch-Seattle,HR,Defective
TXN687,ITEM1057,2024-03-28,Return,4,594,Branch-NY,HR,Defective
TXN1037,ITEM1087,2024-03-28,Allocation,9,1215,HQ-Warehouse,HR,
TXN1424,ITEM1117,2024-03-28,Purchase,10,693,Branch-Seattle,Engineering,
TXN2166,ITEM1180,2024-03-28,Purchase,10,681,Remote-Stock,Sales,
TXN2325,ITEM1194,2024-03-28,Allocation,10,596,HQ-Warehouse,Engineering,
TXN2474,ITEM1205,2024-03-28,Transfer,4,1826,Branch-Chicago,IT,
TXN2541,ITEM1211,2024-03-28,Transfer,5,1863,Branch-LA,Finance,
TXN3013,ITEM1247,2024-03-28,Purchase,9,2008,Branch-Seattle,HR,
TXN3497,ITEM1285,2024-03-28,Allocation,1,2025,Branch-Seattle,Operations,
TXN3874,ITEM1321,2024-03-28,Purchase,6,1867,Branch-LA,Sales,
TXN4491,ITEM1370,2024-03-28,Purchase,5,251,Branch-LA,Sales,
TXN4834,ITEM1400,2024-03-28,Disposal,4,1459,Branch-NY,Finance,End of life
TXN4972,ITEM1410,2024-03-28,Transfer,4,466,Remote-Stock,Sales,
TXN5598,ITEM1461,2024-03-28,Allocation,5,1608,Branch-Seattle,Marketing,
TXN6230,ITEM1514,2024-03-28,Allocation,9,1901,Branch-Chicago,Operations,
TXN6546,ITEM1541,2024-03-28,Transfer,7,201,HQ-Warehouse,Sales,
TXN6778,ITEM1561,2024-03-28,Transfer,8,1212,Branch-LA,Operations,
TXN6804,ITEM1563,2024-03-28,Disposal,3,1937,Branch-LA,Sales,End of life
TXN7041,ITEM1582,2024-03-28,Return,5,801,Branch-Seattle,Sales,Defective
TXN7049,ITEM1583,2024-03-28,Purchase,7,1724,Branch-Seattle,IT,
TXN7195,ITEM1597,2024-03-28,Transfer,9,440,Branch-LA,IT,
TXN7271,ITEM1604,2024-03-28,Purchase,4,1838,Branch-Chicago,Marketing,
TXN7766,ITEM1644,2024-03-28,Purchase,3,949,Branch-Seattle,Operations,
TXN7846,ITEM1651,2024-03-28,Transfer,2,804,Branch-Chicago,IT,
TXN7901,ITEM1655,2024-03-28,Return,3,100,Branch-NY,HR,Defective
TXN8126,ITEM1673,2024-03-28,Return,3,1567,Branch-Seattle,Operations,Defective
TXN609,ITEM1051,2024-03-29,Return,2,1266,Branch-Chicago,Operations,Defective
TXN641,ITEM1053,2024-03-29,Return,2,2071,Branch-Seattle,Engineering,Defective
TXN1003,ITEM1083,2024-03-29,Allocation,5,2028,Remote-Stock,Operations,
TXN1281,ITEM1105,2024-03-29,Allocation,6,277,Branch-Chicago,Operations,
TXN1453,ITEM1119,2024-03-29,Purchase,5,2015,Branch-Seattle,Marketing,
TXN1469,ITEM1120,2024-03-29,Purchase,9,300,HQ-Warehouse,Marketing,
TXN1880,ITEM1155,2024-03-29,Transfer,6,936,Remote-Stock,IT,
TXN2238,ITEM1187,2024-03-29,Purchase,2,1828,HQ-Warehouse,HR,
TXN2464,ITEM1204,2024-03-29,Disposal,3,1931,Branch-LA,HR,End of life
TXN2818,ITEM1232,2024-03-29,Return,3,1404,Branch-Seattle,Finance,Defective
TXN3188,ITEM1261,2024-03-29,Return,9,1775,Remote-Stock,Operations,Defective
TXN3581,ITEM1293,2024-03-29,Return,1,1174,Branch-NY,IT,Defective
TXN3621,ITEM1296,2024-03-29,Purchase,3,785,Branch-NY,Marketing,
TXN3762,ITEM1311,2024-03-29,Disposal,6,982,Branch-Seattle,Engineering,End of life
TXN4829,ITEM1399,2024-03-29,Return,9,674,Branch-LA,Marketing,Defective
TXN4923,ITEM1406,2024-03-29,Allocation,2,931,Branch-LA,Sales,
TXN5170,ITEM1425,2024-03-29,Purchase,4,533,Branch-LA,HR,
TXN5446,ITEM1449,2024-03-29,Disposal,9,1125,Branch-LA,HR,End of life
TXN5643,ITEM1465,2024-03-29,Transfer,3,1154,Remote-Stock,HR,
TXN5986,ITEM1493,2024-03-29,Purchase,7,1077,Branch-LA,Operations,
TXN6187,ITEM1511,2024-03-29,Allocation,10,205,Branch-LA,Operations,
TXN6563,ITEM1542,2024-03-29,Return,8,746,Branch-Chicago,Marketing,Defective
TXN6759,ITEM1559,2024-03-29,Transfer,8,169,Remote-Stock,Sales,
TXN7264,ITEM1604,2024-03-29,Return,1,1793,Branch-Chicago,Marketing,Defective
TXN7549,ITEM1628,2024-03-29,Allocation,4,1602,Remote-Stock,Engineering,
TXN7870,ITEM1652,2024-03-29,Allocation,7,493,Branch-Seattle,Operations,
TXN935,ITEM1077,2024-03-30,Transfer,3,1531,Remote-Stock,Sales,
TXN972,ITEM1080,2024-03-30,Allocation,7,879,Remote-Stock,IT,
TXN1074,ITEM1090,2024-03-30,Disposal,10,1541,Branch-LA,IT,End of life
TXN1414,ITEM1116,2024-03-30,Return,4,539,Remote-Stock,Marketing,Defective
TXN1415,ITEM1117,2024-03-30,Disposal,10,632,Branch-Seattle,Engineering,End of life
TXN1613,ITEM1134,2024-03-30,Purchase,10,1161,Branch-LA,Marketing,
TXN1669,ITEM1138,2024-03-30,Allocation,3,1812,Remote-Stock,Operations,
TXN2693,ITEM1222,2024-03-30,Allocation,7,1461,Remote-Stock,Marketing,
TXN3379,ITEM1276,2024-03-30,Return,1,1833,Branch-Seattle,Finance,Defective
TXN3441,ITEM1281,2024-03-30,Transfer,8,815,HQ-Warehouse,Finance,
TXN4034,ITEM1334,2024-03-30,Purchase,5,280,Branch-Chicago,HR,
TXN5627,ITEM1464,2024-03-30,Transfer,7,1999,Branch-NY,Marketing,
TXN5723,ITEM1471,2024-03-30,Purchase,8,1021,HQ-Warehouse,Operations,
TXN5772,ITEM1475,2024-03-30,Return,9,1302,Branch-LA,Engineering,Defective
TXN5955,ITEM1490,2024-03-30,Disposal,8,2016,Branch-Seattle,HR,End of life
TXN6182,ITEM1510,2024-03-30,Purchase,6,1669,HQ-Warehouse,Sales,
TXN6308,ITEM1519,2024-03-30,Transfer,3,1804,Branch-Chicago,Engineering,
TXN7325,ITEM1609,2024-03-30,Return,7,1692,Branch-Chicago,HR,Defective
TXN8152,ITEM1675,2024-03-30,Allocation,2,1611,Branch-NY,Operations,
TXN64,ITEM1006,2024-03-31,Return,6,772,Branch-LA,Operations,Defective
TXN548,ITEM1045,2024-03-31,Allocation,10,1011,Branch-Seattle,HR,
TXN858,ITEM1071,2024-03-31,Purchase,9,1639,Branch-Seattle,Engineering,
TXN1080,ITEM1090,2024-03-31,Disposal,2,1588,Branch-LA,IT,End of life
TXN1352,ITEM1110,2024-03-31,Purchase,1,659,HQ-Warehouse,IT,
TXN1356,ITEM1110,2024-03-31,Return,1,669,HQ-Warehouse,IT,Defective
TXN1636,ITEM1136,2024-03-31,Transfer,10,353,Branch-LA,Marketing,
TXN2432,ITEM1202,2024-03-31,Transfer,3,348,Remote-Stock,Operations,
TXN2494,ITEM1207,2024-03-31,Transfer,2,222,Branch-Seattle,Finance,
TXN2639,ITEM1218,2024-03-31,Disposal,4,1406,Branch-NY,HR,End of life
TXN2924,ITEM1241,2024-03-31,Disposal,1,291,Branch-Chicago,HR,End of life
TXN2938,ITEM1242,2024-03-31,Purchase,9,154,Branch-Seattle,IT,
TXN3141,ITEM1258,2024-03-31,Purchase,6,1817,Branch-LA,IT,
TXN3193,ITEM1262,2024-03-31,Transfer,5,540,Branch-Seattle,Engineering,
TXN3408,ITEM1280,2024-03-31,Allocation,3,1433,Branch-NY,Operations,
TXN3442,ITEM1281,2024-03-31,Transfer,9,760,HQ-Warehouse,Finance,
TXN3578,ITEM1293,2024-03-31,Allocation,8,1173,Branch-NY,IT,
TXN4012,ITEM1332,2024-03-31,Purchase,8,1146,Branch-Chicago,Finance,
TXN4462,ITEM1368,2024-03-31,Transfer,7,1447,Branch-Seattle,Sales,
TXN4538,ITEM1375,2024-03-31,Purchase,9,315,Branch-LA,Operations,
TXN5240,ITEM1432,2024-03-31,Allocation,3,413,Branch-Seattle,Engineering,
TXN5862,ITEM1483,2024-03-31,Return,5,253,HQ-Warehouse,Engineering,Defective
TXN6351,ITEM1523,2024-03-31,Allocation,10,599,Branch-LA,Engineering,
TXN6642,ITEM1550,2024-03-31,Allocation,9,491,Branch-Seattle,Finance,
TXN7151,ITEM1593,2024-03-31,Allocation,9,590,Branch-LA,Operations,
TXN7910,ITEM1655,2024-03-31,Allocation,5,75,Branch-NY,HR,
TXN874,ITEM1072,2024-04-01,Transfer,6,545,Branch-Chicago,Marketing,
TXN1419,ITEM1117,2024-04-01,Allocation,7,678,Branch-Seattle,Engineering,
TXN1670,ITEM1139,2024-04-01,Purchase,3,1530,Branch-LA,Operations,
TXN2602,ITEM1215,2024-04-01,Allocation,5,598,Branch-Chicago,Engineering,
TXN3310,ITEM1271,2024-04-01,Allocation,4,448,Branch-Seattle,Engineering,
TXN3315,ITEM1271,2024-04-01,Allocation,10,454,Branch-Seattle,Engineering,
TXN3611,ITEM1296,2024-04-01,Transfer,7,786,Branch-NY,Marketing,
TXN3952,ITEM1327,2024-04-01,Return,3,1295,Branch-LA,IT,Defective
TXN4309,ITEM1356,2024-04-01,Transfer,5,543,Branch-LA,HR,
TXN4436,ITEM1367,2024-04-01,Purchase,6,1133,HQ-Warehouse,HR,
TXN4583,ITEM1380,2024-04-01,Disposal,4,1599,Branch-NY,IT,End of life
TXN4614,ITEM1383,2024-04-01,Disposal,8,1909,Branch-Chicago,Finance,End of life
TXN4819,ITEM1398,2024-04-01,Return,2,1386,Branch-LA,IT,Defective
TXN5192,ITEM1427,2024-04-01,Purchase,5,930,Branch-NY,IT,
TXN5262,ITEM1434,2024-04-01,Return,1,1547,Branch-NY,Finance,Defective
TXN7185,ITEM1596,2024-04-01,Disposal,9,546,HQ-Warehouse,IT,End of life
TXN7386,ITEM1614,2024-04-01,Disposal,6,1027,Branch-Chicago,HR,End of life
TXN7552,ITEM1628,2024-04-01,Return,1,1593,Remote-Stock,Engineering,Defective
TXN7708,ITEM1640,2024-04-01,Return,5,230,HQ-Warehouse,Marketing,Defective
TXN7742,ITEM1642,2024-04-01,Allocation,4,939,Branch-NY,Finance,
TXN7831,ITEM1650,2024-04-01,Return,8,1740,Branch-Seattle,Finance,Defective
TXN712,ITEM1059,2024-04-02,Disposal,5,559,Branch-LA,Sales,End of life
TXN1367,ITEM1111,2024-04-02,Return,10,701,Branch-Seattle,Sales,Defective
TXN1815,ITEM1150,2024-04-02,Purchase,5,979,Remote-Stock,Engineering,
TXN2335,ITEM1195,2024-04-02,Purchase,4,747,HQ-Warehouse,Engineering,
TXN2535,ITEM1210,2024-04-02,Return,8,458,HQ-Warehouse,Operations,Defective
TXN3118,ITEM1256,2024-04-02,Return,6,512,Branch-NY,IT,Defective
TXN3274,ITEM1268,2024-04-02,Allocation,4,1417,Remote-Stock,Engineering,
TXN3326,ITEM1272,2024-04-02,Disposal,9,733,Branch-NY,Sales,End of life
TXN4114,ITEM1340,2024-04-02,Transfer,3,1775,Branch-NY,Marketing,
TXN4838,ITEM1400,2024-04-02,Allocation,8,1490,Branch-NY,Finance,
TXN5006,ITEM1413,2024-04-02,Purchase,9,987,Remote-Stock,IT,
TXN5624,ITEM1464,2024-04-02,Return,2,2007,Branch-NY,Marketing,Defective
TXN6099,ITEM1504,2024-04-02,Transfer,3,716,Branch-Chicago,Finance,
TXN6399,ITEM1528,2024-04-02,Purchase,7,1009,Remote-Stock,Operations,
TXN6679,ITEM1552,2024-04-02,Disposal,5,487,Branch-LA,Operations,End of life
TXN7382,ITEM1614,2024-04-02,Transfer,4,1029,Branch-Chicago,HR,
TXN7895,ITEM1654,2024-04-02,Transfer,5,109,Branch-NY,Finance,
TXN7921,ITEM1656,2024-04-02,Transfer,9,296,Branch-Seattle,HR,
TXN7994,ITEM1661,2024-04-02,Allocation,1,712,Branch-NY,IT,
TXN431,ITEM1037,2024-04-03,Allocation,3,829,HQ-Warehouse,IT,
TXN1527,ITEM1125,2024-04-03,Disposal,2,1762,Branch-Chicago,Marketing,End of life
TXN1563,ITEM1129,2024-04-03,Return,10,1913,Branch-NY,Engineering,Defective
TXN1890,ITEM1156,2024-04-03,Return,3,854,Branch-NY,IT,Defective
TXN2587,ITEM1214,2024-04-03,Disposal,1,1086,Remote-Stock,Finance,End of life
TXN2656,ITEM1219,2024-04-03,Purchase,9,342,Branch-LA,Finance,
TXN2660,ITEM1219,2024-04-03,Purchase,6,394,Branch-LA,Finance,
TXN3176,ITEM1260,2024-04-03,Disposal,9,1109,HQ-Warehouse,Marketing,End of life
TXN3486,ITEM1285,2024-04-03,Purchase,2,1978,Branch-Seattle,Operations,
TXN4004,ITEM1331,2024-04-03,Purchase,6,1509,Branch-Seattle,Operations,
TXN4449,ITEM1367,2024-04-03,Purchase,2,1058,HQ-Warehouse,HR,
TXN4631,ITEM1384,2024-04-03,Purchase,10,577,Branch-NY,HR,
TXN6052,ITEM1500,2024-04-03,Purchase,8,1450,Branch-NY,Marketing,
TXN6440,ITEM1532,2024-04-03,Allocation,10,1735,Branch-NY,Operations,
TXN6462,ITEM1534,2024-04-03,Transfer,2,551,Branch-Chicago,Engineering,
TXN6678,ITEM1552,2024-04-03,Allocation,3,500,Branch-LA,Operations,
TXN7009,ITEM1580,2024-04-03,Purchase,1,235,Branch-Chicago,HR,
TXN7245,ITEM1602,2024-04-03,Allocation,2,481,Branch-Chicago,Marketing,
TXN7816,ITEM1649,2024-04-03,Disposal,3,973,Branch-Chicago,Finance,End of life
TXN142,ITEM1012,2024-04-04,Return,1,1977,Branch-LA,HR,Defective
TXN1083,ITEM1091,2024-04-04,Disposal,9,1622,Branch-NY,IT,End of life
TXN1354,ITEM1110,2024-04-04,Allocation,6,653,HQ-Warehouse,IT,
TXN1592,ITEM1131,2024-04-04,Return,9,1880,Branch-NY,Engineering,Defective
TXN2627,ITEM1217,2024-04-04,Purchase,5,382,Branch-Chicago,HR,
TXN2774,ITEM1228,2024-04-04,Return,10,401,Remote-Stock,Engineering,Defective
TXN2913,ITEM1240,2024-04-04,Disposal,6,1086,Branch-Chicago,Engineering,End of life
TXN3423,ITEM1280,2024-04-04,Disposal,6,1399,Branch-NY,Operations,End of life
TXN3698,ITEM1304,2024-04-04,Return,3,507,Branch-LA,Finance,Defective
TXN3758,ITEM1310,2024-04-04,Return,8,564,Remote-Stock,HR,Defective
TXN4287,ITEM1354,2024-04-04,Purchase,5,1048,Branch-LA,Marketing,
TXN4337,ITEM1358,2024-04-04,Disposal,5,1046,Branch-Seattle,Finance,End of life
TXN4341,ITEM1358,2024-04-04,Return,5,1052,Branch-Seattle,Finance,Defective
TXN4514,ITEM1373,2024-04-04,Disposal,5,497,Branch-LA,Sales,End of life
TXN4568,ITEM1378,2024-04-04,Allocation,4,1900,Branch-NY,Sales,
TXN5121,ITEM1422,2024-04-04,Return,8,1407,Remote-Stock,Engineering,Defective
TXN5514,ITEM1454,2024-04-04,Transfer,7,391,Remote-Stock,Marketing,
