WarrantyID,ItemID,ItemName,Vendor,PurchaseDate,WarrantyMonths,WarrantyExpiryDate,WarrantyStatus,DaysToExpiry,HasExtendedWarranty
WAR262,ITEM1370,Logitech Webcams 3821,Logitech,2023-11-22,12,2024-11-22,Expired,-369,Yes
WAR263,ITEM1372,LG Webcams 4477,LG,2024-03-09,24,2026-03-08,Active,103,No
WAR264,ITEM1373,Microsoft Webcams 5485,Microsoft,2023-06-03,24,2025-06-03,Expired,-176,No
WAR265,ITEM1374,HP Webcams 9082,HP,2024-05-23,48,2028-05-23,Active,909,No
WAR266,ITEM1375,Microsoft Webcams 8429,Microsoft,2024-08-15,48,2028-08-15,Active,993,No
WAR267,ITEM1376,HP Webcams 6299,HP,2022-10-01,36,2025-10-01,Expired,-56,Yes
WAR268,ITEM1377,Microsoft Webcams 4439,Microsoft,2024-09-09,24,2026-09-09,Active,287,No
WAR269,ITEM1378,HP Webcams 4269,HP,2023-02-27,24,2025-02-27,Expired,-272,No
WAR270,ITEM1379,Dell Webcams 4192,Dell,2024-08-22,12,2025-08-22,Expired,-96,No
WAR271,ITEM1380,Dell Webcams 9740,Dell,2023-06-28,48,2027-06-28,Active,579,No
WAR272,ITEM1381,Microsoft Webcams 9968,Microsoft,2022-04-08,48,2026-04-08,Active,133,Yes
WAR273,ITEM1382,Microsoft Webcams 4090,Microsoft,2024-07-05,36,2027-07-05,Active,586,No
WAR274,ITEM1385,Dell Webcams 2356,Dell,2022-11-11,48,2026-11-11,Active,350,No
WAR275,ITEM1387,Samsung Webcams 5927,Samsung,2023-01-19,48,2027-01-19,Active,419,No
WAR276,ITEM1388,HP Webcams 5604,HP,2023-08-11,24,2025-08-11,Expired,-107,Yes
WAR277,ITEM1389,Samsung Webcams 8660,Samsung,2023-02-18,48,2027-02-18,Active,449,No
WAR278,ITEM1390,Apple Webcams 5447,Apple,2023-07-13,12,2024-07-13,Expired,-501,No
WAR279,ITEM1393,Logitech Webcams 4879,Logitech,2023-12-13,36,2026-12-13,Active,382,No
WAR280,ITEM1394,Lenovo Webcams 7792,Lenovo,2022-01-12,12,2023-01-12,Expired,-1049,Yes
WAR281,ITEM1396,LG Webcams 9703,LG,2024-08-04,48,2028-08-04,Active,982,Yes
WAR282,ITEM1398,Logitech Webcams 7367,Logitech,2022-07-02,24,2024-07-02,Expired,-512,No
WAR283,ITEM1400,HP Webcams 1049,HP,2022-05-14,36,2025-05-14,Expired,-196,No
WAR284,ITEM1401,Dell Docking Stations 7968,Dell,2023-12-17,12,2024-12-17,Expired,-344,No
WAR285,ITEM1402,Dell Docking Stations 7899,Dell,2022-11-24,48,2026-11-24,Active,363,No
WAR286,ITEM1405,HP Docking Stations 1074,HP,2023-11-03,36,2026-11-03,Active,342,Yes
WAR287,ITEM1406,LG Docking Stations 2084,LG,2024-06-26,48,2028-06-26,Active,943,No
WAR288,ITEM1407,HP Docking Stations 9046,HP,2022-10-12,48,2026-10-12,Active,320,No
WAR289,ITEM1409,Samsung Docking Stations 4748,Samsung,2022-04-26,12,2023-04-26,Expired,-945,No
WAR290,ITEM1410,ASUS Docking Stations 1787,ASUS,2023-08-20,48,2027-08-20,Active,632,No
WAR291,ITEM1411,LG Docking Stations 3401,LG,2022-08-19,36,2025-08-19,Expired,-99,No
WAR292,ITEM1413,Samsung Docking Stations 5480,Samsung,2023-02-26,24,2025-02-26,Expired,-273,No
WAR293,ITEM1414,Samsung Docking Stations 8366,Samsung,2022-04-13,36,2025-04-13,Expired,-227,No
WAR294,ITEM1415,Apple Docking Stations 2651,Apple,2024-04-05,36,2027-04-05,Active,495,No
WAR295,ITEM1416,Samsung Docking Stations 4026,Samsung,2024-02-20,36,2027-02-20,Active,451,Yes
WAR296,ITEM1417,Logitech Docking Stations 1493,Logitech,2023-05-28,12,2024-05-28,Expired,-547,Yes
WAR297,ITEM1418,LG Docking Stations 3494,LG,2022-01-12,36,2025-01-12,Expired,-318,Yes
WAR298,ITEM1419,Logitech Docking Stations 9654,Logitech,2023-02-24,24,2025-02-24,Expired,-275,No
WAR299,ITEM1420,Lenovo Docking Stations 4443,Lenovo,2023-08-19,48,2027-08-19,Active,631,Yes
WAR300,ITEM1421,Logitech Docking Stations 5482,Logitech,2024-08-02,12,2025-08-02,Expired,-116,Yes
WAR301,ITEM1422,ASUS Docking Stations 7381,ASUS,2023-10-13,24,2025-10-13,Expired,-44,No
WAR302,ITEM1423,Cisco Docking Stations 6943,Cisco,2022-11-15,24,2024-11-15,Expired,-376,No
WAR303,ITEM1424,Cisco Docking Stations 3796,Cisco,2022-07-17,36,2025-07-17,Expired,-132,No
WAR304,ITEM1425,ASUS Docking Stations 7074,ASUS,2023-06-16,36,2026-06-16,Active,202,No
WAR305,ITEM1427,Samsung Docking Stations 5070,Samsung,2022-10-30,24,2024-10-30,Expired,-392,Yes
WAR306,ITEM1429,Cisco Docking Stations 7046,Cisco,2022-03-16,48,2026-03-16,Active,110,Yes
WAR307,ITEM1430,Cisco Docking Stations 6564,Cisco,2024-01-13,24,2026-01-13,Expiring Soon,48,Yes
WAR308,ITEM1431,HP Docking Stations 5569,HP,2024-03-04,48,2028-03-04,Active,829,No
WAR309,ITEM1436,Lenovo Docking Stations 7164,Lenovo,2023-08-01,36,2026-08-01,Active,248,No
WAR310,ITEM1438,LG Docking Stations 4366,LG,2022-10-15,36,2025-10-15,Expired,-42,No
WAR311,ITEM1439,Microsoft Docking Stations 2125,Microsoft,2023-06-18,12,2024-06-18,Expired,-526,No
WAR312,ITEM1441,Dell Routers 4929,Dell,2022-04-02,12,2023-04-02,Expired,-969,No
WAR313,ITEM1442,Cisco Routers 6664,Cisco,2023-05-22,36,2026-05-22,Active,177,Yes
WAR314,ITEM1444,Apple Routers 5419,Apple,2022-12-25,36,2025-12-25,Expiring Soon,29,Yes
WAR315,ITEM1445,HP Routers 6724,HP,2022-02-26,12,2023-02-26,Expired,-1004,No
WAR316,ITEM1446,Microsoft Routers 1535,Microsoft,2024-07-28,48,2028-07-28,Active,975,No
WAR317,ITEM1448,Lenovo Routers 9278,Lenovo,2023-04-08,12,2024-04-08,Expired,-597,No
WAR318,ITEM1450,Cisco Routers 4081,Cisco,2024-03-30,24,2026-03-30,Active,124,Yes
WAR319,ITEM1451,Cisco Routers 6800,Cisco,2024-01-18,48,2028-01-18,Active,783,No
WAR320,ITEM1454,Dell Routers 2964,Dell,2024-08-25,12,2025-08-25,Expired,-93,No
WAR321,ITEM1455,Logitech Routers 3567,Logitech,2022-11-24,48,2026-11-24,Active,363,Yes
WAR322,ITEM1456,Microsoft Routers 2330,Microsoft,2023-08-12,48,2027-08-12,Active,624,No
WAR323,ITEM1457,Samsung Routers 1256,Samsung,2022-09-30,36,2025-09-30,Expired,-57,Yes
WAR324,ITEM1458,Lenovo Routers 9844,Lenovo,2023-08-10,36,2026-08-10,Active,257,No
WAR325,ITEM1459,Cisco Routers 6677,Cisco,2023-01-22,12,2024-01-22,Expired,-674,Yes
WAR326,ITEM1460,HP Routers 7828,HP,2022-03-29,48,2026-03-29,Active,123,No
WAR327,ITEM1461,Microsoft Routers 2275,Microsoft,2022-05-10,36,2025-05-10,Expired,-200,Yes
WAR328,ITEM1462,HP Routers 1834,HP,2022-07-13,36,2025-07-13,Expired,-136,No
WAR329,ITEM1464,ASUS Routers 7699,ASUS,2023-08-12,36,2026-08-12,Active,259,No
WAR330,ITEM1465,Logitech Routers 7813,Logitech,2022-07-18,24,2024-07-18,Expired,-496,No
WAR331,ITEM1469,ASUS Routers 1777,ASUS,2022-07-15,24,2024-07-15,Expired,-499,No
WAR332,ITEM1470,HP Routers 9936,HP,2022-06-01,48,2026-06-01,Active,187,No
WAR333,ITEM1472,HP Routers 7055,HP,2022-07-06,12,2023-07-06,Expired,-874,No
WAR334,ITEM1473,LG Routers 3777,LG,2022-05-16,48,2026-05-16,Active,171,No
WAR335,ITEM1474,Lenovo Routers 8488,Lenovo,2022-09-01,36,2025-09-01,Expired,-86,No
WAR336,ITEM1475,Samsung Routers 4805,Samsung,2022-04-15,12,2023-04-15,Expired,-956,Yes
WAR337,ITEM1476,Dell Routers 5691,Dell,2024-04-06,24,2026-04-06,Active,131,Yes
WAR338,ITEM1477,Logitech Routers 3465,Logitech,2023-02-28,24,2025-02-28,Expired,-271,No
WAR339,ITEM1478,Microsoft Routers 4548,Microsoft,2022-06-15,12,2023-06-15,Expired,-895,Yes
WAR340,ITEM1479,HP Routers 3517,HP,2022-02-08,24,2024-02-08,Expired,-657,No
WAR341,ITEM1480,Logitech Routers 7323,Logitech,2023-08-27,12,2024-08-27,Expired,-456,No
WAR342,ITEM1481,Samsung Routers 9094,Samsung,2022-12-29,24,2024-12-29,Expired,-332,No
WAR343,ITEM1482,ASUS Routers 1597,ASUS,2022-07-28,36,2025-07-28,Expired,-121,Yes
WAR344,ITEM1483,Microsoft Routers 2257,Microsoft,2023-03-31,48,2027-03-31,Active,490,No
WAR345,ITEM1484,Logitech Routers 4649,Logitech,2023-03-11,24,2025-03-10,Expired,-260,No
WAR346,ITEM1485,Cisco Routers 8910,Cisco,2023-11-23,12,2024-11-23,Expired,-368,Yes
WAR347,ITEM1487,ASUS Routers 3295,ASUS,2024-03-19,48,2028-03-19,Active,844,No
WAR348,ITEM1488,Dell Routers 9513,Dell,2024-07-23,12,2025-07-23,Expired,-126,No
WAR349,ITEM1489,Apple Routers 8872,Apple,2023-10-10,24,2025-10-10,Expired,-47,No
WAR350,ITEM1490,Apple Routers 1481,Apple,2022-12-26,48,2026-12-26,Active,395,No
WAR351,ITEM1492,HP Routers 5552,HP,2022-08-12,12,2023-08-12,Expired,-837,No
WAR352,ITEM1493,Lenovo Routers 7922,Lenovo,2024-02-21,36,2027-02-21,Active,452,No
WAR353,ITEM1495,Cisco Routers 1911,Cisco,2024-03-30,12,2025-03-30,Expired,-241,No
WAR354,ITEM1497,HP Routers 4928,HP,2024-07-28,12,2025-07-28,Expired,-121,No
WAR355,ITEM1499,Lenovo Routers 5315,Lenovo,2022-09-19,12,2023-09-19,Expired,-799,Yes
WAR356,ITEM1500,HP Routers 7109,HP,2023-09-25,24,2025-09-25,Expired,-62,No
WAR357,ITEM1502,Apple Routers 7381,Apple,2023-02-20,48,2027-02-20,Active,451,No
WAR358,ITEM1503,ASUS Routers 3795,ASUS,2022-07-27,12,2023-07-27,Expired,-853,No
WAR359,ITEM1504,Lenovo Routers 3601,Lenovo,2024-04-09,48,2028-04-09,Active,865,No
WAR360,ITEM1506,ASUS Routers 7275,ASUS,2024-05-08,36,2027-05-08,Active,528,No
WAR361,ITEM1507,Lenovo Routers 9126,Lenovo,2023-12-05,48,2027-12-05,Active,739,No
WAR362,ITEM1508,Dell Switches 3807,Dell,2022-02-22,12,2023-02-22,Expired,-1008,No
WAR363,ITEM1510,ASUS Switches 4412,ASUS,2022-07-27,12,2023-07-27,Expired,-853,No
WAR364,ITEM1511,Apple Switches 1821,Apple,2024-09-24,48,2028-09-24,Active,1033,No
WAR365,ITEM1512,ASUS Switches 8692,ASUS,2022-10-10,24,2024-10-10,Expired,-412,No
WAR366,ITEM1514,Apple Switches 4641,Apple,2024-01-02,24,2026-01-02,Expiring Soon,37,No
WAR367,ITEM1516,ASUS Switches 6195,ASUS,2023-01-28,48,2027-01-28,Active,428,No
WAR368,ITEM1517,Samsung Switches 8154,Samsung,2024-01-13,24,2026-01-13,Expiring Soon,48,Yes
WAR369,ITEM1519,ASUS Switches 4927,ASUS,2022-09-24,12,2023-09-24,Expired,-794,No
WAR370,ITEM1520,Dell Switches 9519,Dell,2023-03-12,48,2027-03-12,Active,471,Yes
WAR371,ITEM1521,Microsoft Switches 1085,Microsoft,2024-08-27,36,2027-08-27,Active,639,No
WAR372,ITEM1522,Logitech Switches 6825,Logitech,2022-09-30,12,2023-09-30,Expired,-788,Yes
WAR373,ITEM1523,Dell Switches 1017,Dell,2023-02-23,12,2024-02-23,Expired,-642,Yes
WAR374,ITEM1524,Microsoft Switches 1398,Microsoft,2023-02-24,48,2027-02-24,Active,455,No
WAR375,ITEM1525,Dell Switches 3488,Dell,2024-03-27,48,2028-03-27,Active,852,No
WAR376,ITEM1528,Lenovo Switches 1048,Lenovo,2022-01-16,12,2023-01-16,Expired,-1045,No
WAR377,ITEM1530,Lenovo Switches 5951,Lenovo,2023-07-28,48,2027-07-28,Active,609,No
WAR378,ITEM1531,Logitech Switches 3496,Logitech,2024-03-06,48,2028-03-06,Active,831,Yes
WAR379,ITEM1532,Cisco Switches 9477,Cisco,2022-07-20,36,2025-07-20,Expired,-129,No
WAR380,ITEM1535,Microsoft Switches 6113,Microsoft,2023-05-19,36,2026-05-19,Active,174,Yes
WAR381,ITEM1538,Samsung Switches 7463,Samsung,2023-01-23,48,2027-01-23,Active,423,No
WAR382,ITEM1539,Apple Switches 8114,Apple,2023-05-05,48,2027-05-05,Active,525,No
WAR383,ITEM1542,LG Switches 4334,LG,2023-05-06,12,2024-05-06,Expired,-569,Yes
WAR384,ITEM1543,LG Switches 3507,LG,2023-01-19,12,2024-01-19,Expired,-677,Yes
WAR385,ITEM1544,Apple Switches 7820,Apple,2024-01-06,12,2025-01-06,Expired,-324,No
WAR386,ITEM1547,HP Switches 6312,HP,2024-09-03,24,2026-09-03,Active,281,No
WAR387,ITEM1548,Samsung Switches 1300,Samsung,2024-08-14,24,2026-08-14,Active,261,No
WAR388,ITEM1549,HP Switches 7867,HP,2022-01-23,12,2023-01-23,Expired,-1038,No
WAR389,ITEM1551,Logitech Switches 2848,Logitech,2022-01-29,48,2026-01-29,Expiring Soon,64,No
WAR390,ITEM1552,Dell Switches 9187,Dell,2022-03-05,36,2025-03-05,Expired,-266,No
WAR391,ITEM1553,HP Switches 4004,HP,2022-02-20,12,2023-02-20,Expired,-1010,Yes
WAR392,ITEM1554,Apple Switches 9740,Apple,2024-05-06,12,2025-05-06,Expired,-204,No
WAR393,ITEM1555,Logitech Switches 3680,Logitech,2024-05-29,36,2027-05-29,Active,549,No
WAR394,ITEM1558,Samsung Switches 1098,Samsung,2022-01-30,36,2025-01-30,Expired,-300,No
WAR395,ITEM1559,Samsung Switches 4528,Samsung,2022-12-06,48,2026-12-06,Active,375,Yes
WAR396,ITEM1561,Microsoft Switches 3520,Microsoft,2023-10-10,48,2027-10-10,Active,683,Yes
WAR397,ITEM1563,Dell Switches 8466,Dell,2023-03-13,48,2027-03-13,Active,472,No
WAR398,ITEM1564,LG Switches 6210,LG,2022-11-26,48,2026-11-26,Active,365,No
WAR399,ITEM1565,HP Switches 5200,HP,2023-06-18,36,2026-06-18,Active,204,No
WAR400,ITEM1566,LG Switches 3015,LG,2023-04-17,12,2024-04-17,Expired,-588,Yes
WAR401,ITEM1567,Microsoft Switches 6589,Microsoft,2023-07-19,36,2026-07-19,Active,235,No
WAR402,ITEM1568,LG Switches 3159,LG,2024-06-24,48,2028-06-24,Active,941,No
WAR403,ITEM1571,Microsoft Switches 3730,Microsoft,2023-09-16,48,2027-09-16,Active,659,No
WAR404,ITEM1572,Dell Switches 5994,Dell,2022-06-17,48,2026-06-17,Active,203,Yes
WAR405,ITEM1573,Samsung Switches 4585,Samsung,2024-03-18,36,2027-03-18,Active,477,No
WAR406,ITEM1574,ASUS Switches 6583,ASUS,2022-02-07,36,2025-02-07,Expired,-292,No
WAR407,ITEM1575,Cisco Switches 5816,Cisco,2024-04-30,12,2025-04-30,Expired,-210,No
WAR408,ITEM1576,Dell Servers 4303,Dell,2024-06-30,12,2025-06-30,Expired,-149,No
WAR409,ITEM1577,Lenovo Servers 7197,Lenovo,2024-07-09,12,2025-07-09,Expired,-140,No
WAR410,ITEM1579,Cisco Servers 2211,Cisco,2024-07-12,24,2026-07-12,Active,228,Yes
WAR411,ITEM1582,Apple Servers 6110,Apple,2024-06-02,12,2025-06-02,Expired,-177,No
WAR412,ITEM1583,Microsoft Servers 5880,Microsoft,2024-07-14,36,2027-07-14,Active,595,Yes
WAR413,ITEM1584,Apple Servers 1836,Apple,2023-07-25,12,2024-07-25,Expired,-489,No
WAR414,ITEM1585,Samsung Servers 3535,Samsung,2023-09-29,12,2024-09-29,Expired,-423,Yes
WAR415,ITEM1587,Microsoft Servers 6515,Microsoft,2024-03-04,12,2025-03-04,Expired,-267,No
WAR416,ITEM1588,Microsoft Servers 3441,Microsoft,2023-06-13,24,2025-06-13,Expired,-166,No
WAR417,ITEM1590,Apple Servers 4240,Apple,2024-09-22,24,2026-09-22,Active,300,No
WAR418,ITEM1591,Dell Servers 2858,Dell,2024-07-27,24,2026-07-27,Active,243,Yes
WAR419,ITEM1592,ASUS Servers 3808,ASUS,2023-03-17,36,2026-03-17,Active,111,No
WAR420,ITEM1593,Lenovo Servers 1095,Lenovo,2024-03-07,48,2028-03-07,Active,832,No
WAR421,ITEM1594,HP Servers 5468,HP,2022-12-27,24,2024-12-27,Expired,-334,No
WAR422,ITEM1596,Dell Servers 9061,Dell,2024-05-20,36,2027-05-20,Active,540,No
WAR423,ITEM1597,Samsung Servers 8963,Samsung,2022-10-24,36,2025-10-24,Expired,-33,No
WAR424,ITEM1598,Samsung Servers 2684,Samsung,2024-03-26,12,2025-03-26,Expired,-245,Yes
WAR425,ITEM1599,Lenovo Servers 7658,Lenovo,2022-08-11,12,2023-08-11,Expired,-838,Yes
WAR426,ITEM1602,HP Servers 3679,HP,2022-01-30,48,2026-01-30,Expiring Soon,65,Yes
WAR427,ITEM1603,Samsung Servers 5612,Samsung,2023-07-08,24,2025-07-08,Expired,-141,No
WAR428,ITEM1605,Cisco Servers 1594,Cisco,2024-07-30,12,2025-07-30,Expired,-119,No
WAR429,ITEM1606,Cisco Servers 8283,Cisco,2022-07-23,12,2023-07-23,Expired,-857,Yes
WAR430,ITEM1607,Apple Servers 3398,Apple,2024-05-05,48,2028-05-05,Active,891,No
WAR431,ITEM1608,Cisco Servers 4206,Cisco,2022-05-04,48,2026-05-04,Active,159,No
WAR432,ITEM1609,LG Servers 7048,LG,2023-01-24,24,2025-01-24,Expired,-306,No
WAR433,ITEM1613,Microsoft Servers 3410,Microsoft,2024-03-22,48,2028-03-22,Active,847,Yes
WAR434,ITEM1614,Lenovo Servers 9476,Lenovo,2023-02-20,36,2026-02-20,Expiring Soon,86,No
WAR435,ITEM1615,LG Servers 9503,LG,2023-09-29,48,2027-09-29,Active,672,Yes
WAR436,ITEM1616,Dell Servers 9773,Dell,2023-02-12,12,2024-02-12,Expired,-653,No
WAR437,ITEM1617,Dell Servers 3590,Dell,2022-03-23,36,2025-03-23,Expired,-248,No
WAR438,ITEM1620,ASUS Printers 3237,ASUS,2024-04-30,24,2026-04-30,Active,155,No
WAR439,ITEM1622,Dell Printers 5159,Dell,2023-07-27,48,2027-07-27,Active,608,Yes
WAR440,ITEM1623,Logitech Printers 9856,Logitech,2023-01-01,12,2024-01-01,Expired,-695,No
WAR441,ITEM1624,LG Printers 2609,LG,2024-03-01,48,2028-03-01,Active,826,Yes
WAR442,ITEM1627,Cisco Printers 4601,Cisco,2023-05-04,12,2024-05-04,Expired,-571,Yes
WAR443,ITEM1628,HP Printers 4622,HP,2022-01-28,24,2024-01-28,Expired,-668,Yes
WAR444,ITEM1629,Microsoft Printers 1403,Microsoft,2022-12-17,24,2024-12-17,Expired,-344,No
WAR445,ITEM1631,Microsoft Printers 9963,Microsoft,2022-09-30,12,2023-09-30,Expired,-788,Yes
WAR446,ITEM1632,Logitech Printers 6211,Logitech,2024-09-06,12,2025-09-06,Expired,-81,No
WAR447,ITEM1633,Samsung Printers 8499,Samsung,2023-05-01,36,2026-05-01,Active,156,No
WAR448,ITEM1634,Logitech Printers 8959,Logitech,2023-08-16,12,2024-08-16,Expired,-467,Yes
WAR449,ITEM1635,Samsung Printers 8539,Samsung,2022-04-17,48,2026-04-17,Active,142,No
WAR450,ITEM1638,Samsung Printers 1402,Samsung,2024-07-11,24,2026-07-11,Active,227,Yes
WAR451,ITEM1639,Apple Printers 7301,Apple,2023-12-05,48,2027-12-05,Active,739,No
WAR452,ITEM1640,Apple Printers 1804,Apple,2022-03-19,12,2023-03-19,Expired,-983,No
WAR453,ITEM1641,HP Printers 3464,HP,2024-08-17,12,2025-08-17,Expired,-101,No
WAR454,ITEM1645,Apple Printers 8249,Apple,2023-01-23,12,2024-01-23,Expired,-673,Yes
WAR455,ITEM1646,Samsung Printers 5367,Samsung,2022-03-04,48,2026-03-04,Active,98,Yes
WAR456,ITEM1647,ASUS Printers 3888,ASUS,2022-08-20,36,2025-08-20,Expired,-98,Yes
WAR457,ITEM1648,ASUS Printers 6669,ASUS,2024-07-15,24,2026-07-15,Active,231,Yes
WAR458,ITEM1651,Apple Printers 2558,Apple,2023-10-11,48,2027-10-11,Active,684,Yes
WAR459,ITEM1652,HP Printers 2118,HP,2022-04-21,36,2025-04-21,Expired,-219,Yes
WAR460,ITEM1653,Lenovo Printers 2293,Lenovo,2022-11-23,48,2026-11-23,Active,362,No
WAR461,ITEM1656,Samsung Printers 2532,Samsung,2024-07-29,36,2027-07-29,Active,610,No
WAR462,ITEM1657,Apple Printers 7927,Apple,2023-01-13,12,2024-01-13,Expired,-683,No
WAR463,ITEM1658,Samsung Printers 7560,Samsung,2024-05-22,48,2028-05-22,Active,908,No
WAR464,ITEM1659,Microsoft Printers 2466,Microsoft,2023-02-17,24,2025-02-17,Expired,-282,No
WAR465,ITEM1660,Logitech Printers 9371,Logitech,2023-11-03,24,2025-11-03,Expired,-23,No
WAR466,ITEM1661,Dell Printers 5817,Dell,2023-05-02,12,2024-05-02,Expired,-573,No
WAR467,ITEM1662,Dell Printers 4805,Dell,2024-03-12,48,2028-03-12,Active,837,No
WAR468,ITEM1663,LG Printers 8654,LG,2022-12-31,24,2024-12-31,Expired,-330,Yes
WAR469,ITEM1664,LG Printers 5395,LG,2023-01-31,12,2024-01-31,Expired,-665,No
WAR470,ITEM1665,HP Printers 3564,HP,2023-06-05,36,2026-06-05,Active,191,No
WAR471,ITEM1666,Cisco Printers 3001,Cisco,2023-01-07,24,2025-01-07,Expired,-323,No
WAR472,ITEM1667,HP Printers 6668,HP,2022-09-20,24,2024-09-20,Expired,-432,No
WAR473,ITEM1668,Dell Printers 9893,Dell,2022-12-16,24,2024-12-16,Expired,-345,No
WAR474,ITEM1669,LG Printers 1836,LG,2022-09-16,12,2023-09-16,Expired,-802,Yes
WAR475,ITEM1671,Apple Printers 8222,Apple,2023-01-05,48,2027-01-05,Active,405,Yes
WAR476,ITEM1673,Cisco Printers 5168,Cisco,2024-09-03,12,2025-09-03,Expired,-84,Yes
WAR477,ITEM1674,Apple Printers 9819,Apple,2023-01-21,12,2024-01-21,Expired,-675,Yes
WAR478,ITEM1676,Dell Printers 1156,Dell,2022-08-14,36,2025-08-14,Expired,-104,No
WAR479,ITEM1677,Lenovo Printers 6560,Lenovo,2024-04-24,48,2028-04-24,Active,880,Yes
WAR480,ITEM1678,Dell Printers 6253,Dell,2022-08-12,24,2024-08-12,Expired,-471,No
WAR481,ITEM1679,Apple Printers 1284,Apple,2022-05-08,24,2024-05-08,Expired,-567,No
WAR482,ITEM1680,Lenovo Printers 3460,Lenovo,2022-05-17,24,2024-05-17,Expired,-558,No
WAR483,ITEM1681,Samsung Printers 1812,Samsung,2022-02-10,12,2023-02-10,Expired,-1020,Yes
WAR484,ITEM1682,Microsoft Printers 8284,Microsoft,2023-08-12,48,2027-08-12,Active,624,No
